name1,name2,street1,street2,city,state,zip,zip4,phone,website,latitude,longitude,mh,psy,omh,cmhc,msnh,tt,sma,smi,ptsd,coot,imr,prs,sps,,,,,,,,,,,,,,,,,,,,,,,
AltaPointe Health Systems Inc,Zeigler Outpatient,7280 Sellers Lane,,Mobile,AL,36608,,251-776-1930,http://altapointe.org,30.703434,-88.212398,1,,,1,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Gardenia CRF,,630 Zeigler Circle East,,Mobile,AL,36608,,251-639-2327,http://altapointe.org,30.703423,-88.212918,1,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
AltaPointe Health Systems Inc,BayPointe Hospital,5800 Southland Drive,,Mobile,AL,36693,,251-661-0153,http://altapointe.org,30.624796,-88.178619,1,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
Cahaba Center for Mental Health,Reynolds Building,1017 Medical Center Parkway,,Selma,AL,36701,6780,334-875-2100,http://www.cahabamentalhealth.com,32.4296,-87.0581,1,,1,,,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
Cahaba Center for Mental Health,Annex,417 Medical Center Parkway,,Selma,AL,36701,,334-875-6068,http://www.cahabamentalhealth.com,32.4247,-87.0505,1,,,,,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
Cahaba Center for Mental Health,Cahaba Place,2990 Earl Goodwin Parkway,,Selma,AL,36701,2860,334-418-6527,http://www.cahabamentalhealth.com,32.4381798,-87.0144969,1,,,,1,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
Cahaba Center for Mental Health,Wilcox County Satellite,45 Camden Bypass,,Camden,AL,36726,,334-682-4499,http://www.cahabamentalhealth.com,32.0026503,-87.2867115,1,,1,,,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
West Alabama Mental Health Center,Springhill Home,1304 Old Springhill Road,,Demopolis,AL,36732,,334-289-3270,http://www.wamhc.org,32.500333,-87.804207,1,,,,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Bryan W Whitfield Memorial Hosp,Tombigbee Healthcare Authority,105 U.S. Highway 80 East,,Demopolis,AL,36732,,334-289-4000,http://www.bwwmh.com,32.5037931,-87.8374699,1,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
West Alabama Mental Health Center,,1401 U.S. Highway 80 East,,Demopolis,AL,36732,,334-217-0010,http://www.wamhc.org,32.503313,-87.823756,1,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
West Alabama Mental Health Center,,1215 South Walnut Avenue,,Demopolis,AL,36732,,334-289-2410,http://www.wamhc.org,32.503456,-87.838574,1,,,1,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
West Alabama Mental Health Center,Hale County Office,401 1st Street,,Greensboro,AL,36744,,334-624-4905,http://,32.6940636,-87.5878775,1,,,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Cahaba Center for Mental Health,Perry County Satellite,104 Edwards Street,,Marion,AL,36756,2304,334-683-9957,http://www.cahabamentalhealth.com,32.6352801,-87.3114105,1,,1,,,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
Grand View Behavioral Health,,2123 Executive Park Drive,,Opelika,AL,36801,,334-745-6125,http://www.mtnviewhospital.com,32.627348,-85.437913,1,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
East Alabama Medical Center,Department of Psychiatric Medicine,2000 Pepperell Parkway,,Opelika,AL,36801,,334-749-3411,http://www.eamc.org,32.638108,-85.404123,1,1,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Waverly Residential Care Home,East Alabama Mental Health,2401 Waverly Parkway,,Opelika,AL,36801,,334-742-2108,http://www.eamhc.org/,32.6489262,-85.4122076,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Alabama Mental Health Center,Choctaw County Office,401 Rogers Street,,Butler,AL,36904,2601,205-459-2612,http://www.wamhc.org,32.084995,-88.216348,1,,,1,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Princeton Baptist Medical Center,,701 Princeton Avenue SW,,Birmingham,AL,35211,,205-783-3650,http://www.brookwoodbaptisthealth.com,33.4985132,-86.8462189,1,1,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
UAB Engel Day Treatment Ctr,,930 20th Street South ,,Birmingham,AL,35294,,205-975-4537,http://www.uab.edu/medicine/psychiatry/patients/engel-therapeutic-preschool-a-day-treat,33.5022975,-86.7979643,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Northwest Medical Center,,1530 U.S. Highway 43,,Winfield,AL,35594,5056,205-487-7000,http://,33.930952,-87.824744,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawrence County,Adult CM,295 Hospital Street,,Moulton,AL,35650,,256-974-6697,http://,34.4843387,-87.2859818,1,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawrence County,Adult Outpatient,295 Hospital Street,,Moulton,AL,35650,,256-974-6697,http://,34.4843387,-87.2859818,1,,,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Huntsville Hospital,,101 Sivley SW Road,,Huntsville,AL,35801,,256-265-8123,http://,34.721282,-86.581479,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellStone Behavioral Health,,4040 Memorial Parkway SW,,Huntsville,AL,35802,,256-533-1970,http://www.wellstone.com,34.6802121,-86.5783003,1,,,1,,1,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
Frantz Therapeutic Residential Home,,1038 McDuffie Street,,Gadsden,AL,35904,,256-543-2883,http://www.cedmentalhealth.org,34.021069,-86.015626,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
Montgomery Area MH Authority,,2140 Upper Wetumpka Road,,Montgomery,AL,36107,,334-279-7830,http://www.mamha.org,32.389398,-86.275851,1,,,1,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
SafetyNet Academy,SafetyNet Montgomery,5906 Carmichael Place,,Montgomery,AL,36117,2345,334-277-1334,http://www.safetynetbhc.com,32.361394,-86.201859,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AltaPointe Health Systems,,2009 Medical Center Drive,,Bay Minette,AL,36507,,251-937-2010,http://www.altapointe.org,30.9031424,-87.7860429,1,,1,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
AltaPointe Health Systems Inc,,372 Greeno Road South,,Fairhope,AL,36532,,251-928-2871,http://altapointe.org,30.51394,-87.886149,1,,,1,,1,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
Harbor at Thomas Hospital,,750 Morphy Avenue,,Fairhope,AL,36532,,251-279-1119,http://www.infirmaryhealth.org,30.519974,-87.888169,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Central Alabama CMHC,Crenshaw County Mental Health Clinic,587 Bentley Avenue,,Luverne,AL,36049,,334-335-5201,http://www.scamhc.org,31.706138,-86.260394,1,,,1,,1,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
Beacon Childrens Hospital,,150 Hospital Drive,,Luverne,AL,36049,,334-335-5040,http://www.beaconchildrenshospital.com/,31.716546,-86.263849,1,1,,,,1,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
Montgomery Area MH Authority,Lowndes County Satellite Office,5 Academy Lane,,Hayneville,AL,36040,,334-279-7830 x7501,http://www.mamha.org,32.184075,-86.578237,1,,,1,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
South Central Alabama CMHC,Butler County MH Center,185 Industrial Parkway,,Greenville,AL,36037,,334-382-2018,http://www.scamhc.org,31.8253051,-86.6403597,1,,,1,,,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
Medical Center Barbour,,820 West Washington Street,,Eufaula,AL,36027,,334-688-7000,http://www.medctrbarbour.org,31.8887,-85.1562,1,1,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
SpectraCare,Barbour County Clinic,133 North Orange Avenue,,Eufaula,AL,36027,1619,334-687-2323,http://www.spectracare.org,31.8942151,-85.1417459,1,,1,,,1,,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Marshall Medical Center North,Behavioral Health Unit,8000 Al Highway 69,,Guntersville,AL,35976,,256-571-8722,http://,34.36475573,-86.42154693,1,1,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
Mountain Lakes Behavioral Healthcare,,2409 Homer Clayton Drive,,Guntersville,AL,35976,,256-582-3203,http://www.mlbhc.com,34.33754,-86.311868,1,,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
DeKalb Regional Medical Center,,200 Medical Center Drive SW,,Fort Payne,AL,35968,,256-845-3150 x2725,http://dekalbregional.com,34.438606,-85.7556718,1,1,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
Cherokee Etowah Dekalb CMHC,Dekalb County Office,301 14th Street NW,,Fort Payne,AL,35967,3155,256-845-4571,http://www.cedmentalhealth.org,34.455559,-85.714084,1,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Cherokee Etowah Dekalb CMHC,Cherokee County Office,200 Dean Buttram Avenue,,Centre,AL,35960,1026,256-927-3601,http://www.cedmentalhealth.org,34.167504,-85.661145,1,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Cherokee Etowah Dekalb CMHC,White/Parker Home Specialized,901 Edith Street,,Centre,AL,35960,,256-927-2687,http://www.cedmentalhealth.org,34.168598,-85.662335,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
Cherokee Etowah Dekalb CMHC,,425 5th Avenue NW,,Attalla,AL,35954,,256-492-7800,http://cedmentalhealth.org,34.0239045,-86.089599,1,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Mountain View Hospital,,3001 Scenic Highway,,Gadsden,AL,35904,,256-546-9265 x2123,http://www.mtnviewhospital.com,34.1031432,-85.9871561,1,1,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Riverview Regional Medical Center,Senior Heights,600 South 3rd Street,,Gadsden,AL,35901,,256-543-5700,http://,34.004265,-86.003393,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Behavioral Healthcare Center at,Huntsville,5315 Millennium Drive NW,,Huntsville,AL,35806,,256-964-6700,http://thmgt.com/locations/behavioral-healthcare-center-at-huntsville,34.753314,-86.661276,1,1,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
Crisis Residential Center,,3911 Triana Boulevard SW,Suite A,Huntsville,AL,35805,,256-217-9958 x35,http://,34.695836,-86.607613,1,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Crestwood Medical Center,Behavioral Health Services,1 Hospital Drive SW,,Huntsville,AL,35801,,256-429-5480,http://www.crestwoodmedcenter.com,34.692792,-86.571787,1,1,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
Birmingham VAMC,Huntsville Clinic,301 Governors Drive SW,,Huntsville,AL,35801,,256-535-3100,http://,34.719268,-86.58317,1,,,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
Mountain Lakes Behavioral Healthcare,Jackson County Office,508 Gregory Street,,Scottsboro,AL,35768,4239,256-259-1774,http://mlbhc-web.com,34.6615995,-86.0489739,1,,,1,,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Mountain Lakes Behavioral Healthcare,Sue Bolt Foster Home,4884 Alabama Highway 40,,Dutton,AL,35744,,256-228-6514,http://www.mlbhc.com,34.6341669,-85.9272534,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mountain Lakes Residential Care Home,,4886 Alabama Highway 40,,Dutton,AL,35744,,256-228-3361,http://www.mlbhc.com,34.6341669,-85.9272534,1,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Shoals Senior Care,,201 Avalon Avenue,,Muscle Shoals,AL,35661,2805,256-386-1667,http://www.shoalshospital.com,34.744969,-87.675383,1,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Riverbend Center for Mental Health,,205 Jackson Avenue South,,Russellville,AL,35653,2233,256-332-3971,http://www.rcmh.org,34.502856,-87.731426,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Lawrence County,Child and Adol CM/Hourly Services,295 Hospital Street,,Moulton,AL,35650,,256-974-6697,http://,34.4843387,-87.2859818,1,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
MHCNCA Inc,Moulton Lawrence Counseling Center,317 Hospital Street,,Moulton,AL,35650,,256-974-6697,http://,34.484622,-87.28598,1,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Eliza Coffee Memorial Hospital,Behavioral Health Center,205 Marengo Street,,Florence,AL,35630,,256-768-9128,http://www.chgroup.org/ecm,34.795108,-87.685092,1,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Riverbend Center for Mental Health,,635 West College Street,,Florence,AL,35630,,256-764-3431,http://www.rcmh.org,34.795797,-87.683506,1,,,1,,,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
MHCNCA Inc,Athens Limestone Counseling Center,1307 East Elm Street,,Athens,AL,35611,,256-232-3661,http://MHCNCA.ORG,34.818808,-86.949612,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
MHCNCA Inc,Decatur/Morgan Counseling Center,4110 U.S. Highway 31 South,,Decatur,AL,35603,,256-260-1691,http://WWW.MHCNCA.ORG,34.530245,-86.975856,1,,,1,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Mental Health Center of NCA Inc,The Albany Clinic for Children,1315 13th Avenue SE,,Decatur,AL,35601,4308,256-350-1935,http://www.mhcnca.org,34.585869,-86.971518,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwest Alabama MHC,Winston County Office,71 Carraway Drive,,Haleyville,AL,35565,,205-486-4111,http://www.northwestalabamamentalhealthcenter.com,34.226488,-87.621413,1,,,,1,1,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Northport Medical Center,North Harbor Psych Pavillion,2700 Hospital Drive,,Northport,AL,35476,3360,205-330-3102,http://www.dchsystem.com,33.23361,-87.571248,1,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Alabama Mental Health Center,Sumter County Office,1121 North Washington Street,,Livingston,AL,35470,,205-652-6731,http://www.wamhc.org,32.597316,-88.182974,1,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
West Alabama Mental Health Center,Greene County Office,301 Prairie Avenue,,Eutaw,AL,35462,,205-372-3106,http://www.wamhc.org,32.840207,-87.887911,1,,,1,,,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
Pickens County Medical Center,,241 Robert K Wilson Drive,,Carrollton,AL,35447,,205-367-2465,http://pickenscountymedicalcenter.com,33.2759854,-88.0910893,1,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Pickens County Satellite,Indian Rivers Mental Health Center,140 Courthouse Square East,,Carrollton,AL,35447,,205-367-8159,http://irmhc.org,33.261787,-88.095026,1,,,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Brewer/Porch Childrens Center,University of Alabama,2501 Woodland Road,,Tuscaloosa,AL,35404,,205-348-7236,http://www.bpcc.ua.edu,33.185898,-87.490798,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Bryce Hospital,,1651 Ruby Tyler Parkway,,Tuscaloosa,AL,35404,,205-507-8000,http://,33.209161,-87.521712,1,1,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Indian Rivers Mental Health Center,,2209 9th Street,,Tuscaloosa,AL,35401,,205-391-3131 x1043,http://www.irmhc.org,33.2061142,-87.5644367,1,,,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Mary Starke Harper,Geriatric Psychiatry Center,107 5th Avenue East,,Tuscaloosa,AL,35401,,205-366-3010 x3013,http://,33.1818563,-87.5295783,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
UAB Community Psychiatry Program,,908 20th Street South,"CCB, 4th Floor",Birmingham,AL,35294,2050,205-934-4108,http://www.uab.edu/medicine/psychiatry/our-divisions/community-psychiatry,33.5032275,-86.7983878,1,,,1,,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
UAB Department of Psychiatry,Center for Psychiatric Med,1713 6th Avenue South,,Birmingham,AL,35294,,205-934-6054,http://www.uab.edu/medicine/psychiatry/,33.50485,-86.8040002,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAB Hospital,Center for Psychiatric Medicine,619 19th Street South,,Birmingham,AL,35249,,205-975-2710,http://www.uab.edu/medicine/psychiatry,33.506159,-86.80188,1,1,,,,1,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
Grandview Medical Center,Behavioral Health,3690 Grandview Parkway,,Birmingham,AL,35243,,205-971-6100,http://grandviewhealth.com,33.4326147,-86.7185683,1,1,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Glenwood Inc,Main Campus,150 Glenwood Lane,,Birmingham,AL,35242,,205-969-2880,http://www.glenwood.org,33.481137,-86.663538,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Eastside CMHC,,129 East Park Circle,,Birmingham,AL,35235,3000,205-836-7283,http://www.eastsidemhc.org,33.585674,-86.670241,1,,,1,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Birmingham VAMC,Mental Hygiene (116A),700 19th Street South,,Birmingham,AL,35233,,205-933-8101,http://www.birmingham.va.gov/,33.5043252,-86.80166,1,,,,,1,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
JBS Mental Health Authority,Day Treatment Program,3600 4th Avenue South,,Birmingham,AL,35222,2418,205-322-7335,http://,33.519815,-86.779787,1,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
Western Mental Health Center Inc,,1701 Avenue D,Ensley,Birmingham,AL,35218,,205-788-7770 x246,http://www.wmhcinc.com/,33.5150975,-86.8964296,1,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Rehabilitation Day Program,Jasper House,2112 Avenue H,Suite B,Birmingham,AL,35218,,205-324-9822 x9021,http://www.aidsalabama.org/,33.5093403,-86.8958311,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
JBS Mental Health Authority,,940 Montclair Road,Suite 200,Birmingham,AL,35213,,205-595-4555,http://jbsmha.com,33.518695,-86.743365,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capitol Care South,Adult Outpatient Services,2619 Commerce Boulevard,,Birmingham,AL,35210,,205-956-2000,http://www.capitolcaresouth.com/,33.54469,-86.692931,1,,,1,,1,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Eastlake Group Homes,,7744 1st Avenue South,,Birmingham,AL,35206,,205-836-6538,http://,33.5616385,-86.7259903,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gateway,,1401 20th Street South,,Birmingham,AL,35205,,205-510-2600,http://www.gway.org,33.497694,-86.794092,1,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Gateway,,5201 Airport Highway,,Birmingham,AL,35201,,205-510-2600,http://www.gway.org,33.544054,-86.759426,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Coosa Valley Senior Behavioral,,315 West Hickory Street,,Sylacauga,AL,35150,,256-401-4670,http://,33.165474,-86.253802,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Hillwood Home,,210 North Elm Avenue,,Sylacauga,AL,35150,1975,256-245-6984,http://www.crmhc.org/,33.170585,-86.257886,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Altapointe Health Systems Inc,Sylacauga Outpatient Office,1661 Old Birmingham Highway,,Sylacauga,AL,35150,,256-245-2201,http://www.altapointe.org,33.1740349,-86.2745721,1,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
Saint Clair County CMHC,,625 15th Street North,,Pell City,AL,35125,1381,205-338-7525,http://www.eastsidemhc.org,33.595234,-86.28765,1,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Family/Youth Intervention Junior,Family and Youth Intervention Programs,2280 Highway 35,,Pelham,AL,35124,,205-682-6186,http://,33.307433,-86.782101,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Chilton Shelby MHC,,2100 County Services Drive,,Pelham,AL,35124,,205-663-1252,http://chiltonshelby.org,33.28208,-86.794598,1,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Blount County CMHC,,1002 2nd Avenue East,Suite A,Oneonta,AL,35121,2508,205-625-3882,http://www.eastsidemhc.org,33.957151,-86.464307,1,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Mental Healthcare of Cullman,,1909 Commerce Avenue,,Cullman,AL,35055,,256-734-4688,http://mentalhealthcareofcullman.org,34.206588,-86.875835,1,,,1,,1,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Magnolia Creek Treatment Center for,Eating Disorders,645 Crenshaw Road,,Columbiana,AL,35051,,205-678-4373,http://www.magnolia-creek.com/,33.2836227,-86.6065454,1,,,,,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Clanton MI Outpatient,,110 Medical Center Drive,,Clanton,AL,35045,,205-755-5933,http://www.chiltonshelby.org,32.854885,-86.62293,1,,,1,,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton Center,,151 Hamilton Lane,,Calera,AL,35040,,205-668-4308,http://www.chiltonshelby.org,33.102897,-86.753598,1,,,1,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
UAB Medical West,,995 9th Avenue SW,,Bessemer,AL,35022,,205-481-7000,http://www.medicalwesthospital.org,33.373148,-86.991665,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Ozark Guidance Center Inc,,710 South Holly Street,,Siloam Springs,AR,72761,,479-524-8618,http://,36.178932,-94.55909,1,,,1,,1,,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Northwest Medical Center/Springdale,,609 West Maple Avenue,,Springdale,AR,72764,5394,479-757-1400,http://www.northwesthealth.com,36.1800714,-94.1367276,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Marys Regional Medical Center,Turning Point,1808 West Main Street,,Russellville,AR,72801,,479-967-0701,http://www.saintmarysregional.com,35.28319,-93.149218,1,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Preferred Family Healthcare,Russellville Clinic,1610 South Arkansas Avenue ,Suite 1,Russellville,AR,72801,,479-967-4673,http://www.aoinc.org,35.263521,-93.135423,1,,1,,,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Counseling Associates Inc,Russellville Clinic,110 Skyline Drive,,Russellville,AR,72801,,479-968-1298,http://www.caiinc.org/,35.288009,-93.165445,1,,,1,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Birch Tree Communities Inc,Russellville,210 North Shamrock Boulevard ,,Russellville,AR,72801,,501-315-3344,http://www.birchtree.org,35.278433,-93.091027,1,,,,1,1,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
Conway County Community Service Inc,,1505 South Oswego Avenue,,Russellville,AR,72802,,479-967-3370,http://www.csiyouth.com,35.264234,-93.11746,1,,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Perspectives Behavioral Hlth Mgmt LLC,,311 South Central Street,,Clarksville,AR,72830,,479-754-0277,http://www.pbhm.com,35.4692221,-93.465096,1,,,,,1,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Birch Tree Communities Inc,Clarksville,522 Mill Road,,Clarksville,AR,72830,,501-315-3344,http://Birchtree.org,35.477537,-93.4510092,1,,1,,,1,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Conway County Community Service Inc,,106 Cherokee Lane,,Clarksville,AR,72830,,479-754-7296,http://www.csiyouth.com,35.473209,-93.497552,1,,1,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
Johnson Regional Medical Center,,1100 East Poplar Street,,Clarksville,AR,72830,,479-754-5490,http://www.jrmc.com,35.4643692,-93.4449512,1,1,,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
Phases Behavioral Health Unit at,The River Valley Medical Center,200 North 3rd Street,,Dardanelle,AR,72834,,479-229-6105,http://www.rvmc.com,35.2202416,-93.1565367,1,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
PFH DBA Dayspring of Arkansas,Lamar Clinic,1000 East Main Street,,Lamar,AR,72846,,479-733-0400,http://www.aoinc.org,35.4261544,-93.3849905,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Arkansas Counseling and,Guidance Center/Logan County Clinic,415 South 6th Street,,Paris,AR,72855,,479-452-6650,http://www.wacgc.org,35.288802,-93.724401,1,,,1,,1,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
Sparks Regional Medical Center,,1001 Towson Avenue,,Fort Smith,AR,72901,,479-441-4000 x4718,http://www.sparkshealth.com,35.3745312,-94.4194135,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Perspectives Behavioral Hlth Mgmt LLC,,1340 South Waldron Road,,Fort Smith,AR,72903,,479-783-5353,http://www.pbhm.com,35.3693505,-94.3727857,1,,1,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Arkansas Counseling and,Guidance Center/New Center,3109 South 70th Street,,Fort Smith,AR,72903,,479-452-9490,http://,35.3526911,-94.3556622,1,,1,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Western Arkansas Counseling and ,Guidance Center/Horizon,3113 South 70th Street,,Fort Smith,AR,72903,,479-478-6664,http://wacgc.org,35.3526796,-94.3556666,1,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
PFH/Health Resources of Arkansas Inc,Marshall Clinic,316 Highway 65 North,Suite B,Marshall,AR,72650,,866-308-9928,http://www.pfh.org,35.9200318,-92.4212875,1,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Life Strategies Counseling Inc,,809 West Main Street,Suite C,Trumann,AR,72472,,870-483-0068,http://www.lscihelp.com,35.671299,-90.518077,1,,1,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Dayspring of Arkansas,,339 Highway 463 North,,Trumann,AR,72472,3505,870-483-7039,http://aoinc.org,35.667969,-90.513401,1,,1,,,1,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Ascent Childrens Health Services,,1005 Balcom Lane,,Trumann,AR,72472,,870-483-1461,http://www.ascentchs.com,35.68811,-90.535744,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
